instance_id,cluster_name,environment,region,application_name,business_unit,tier,engine,engine_version,instance_class,storage_gb,multi_az,reader_count,owner_team,support_group,criticality,rto_minutes,rpo_minutes,cost_center,patch_group
aur-0268,cluster-0268,UAT,us-east-2,app-0268,Finance,Tier-2,Aurora PostgreSQL,15.7,db.r7g.8xlarge,1000,No,7,SRE Team,DBA-L3,High,30,15,CC1268,Monthly
aur-0269,cluster-0269,STG,ap-south-1,app-0269,Retail,Tier-2,Aurora PostgreSQL,14.9,db.r7g.xlarge,500,No,8,DBA Team,DBA-L3,Critical,60,5,CC1269,Quarterly
aur-0270,cluster-0270,STG,us-east-2,app-0270,Consumer,Tier-2,Aurora PostgreSQL,13.12,db.r7g.4xlarge,100,No,2,DBA Team,DBA-L3,High,30,15,CC1270,Quarterly
aur-0271,cluster-0271,STG,ap-south-1,app-0271,Consumer,Tier-2,Aurora PostgreSQL,14.9,db.r7g.8xlarge,100,No,1,DBA Team,DBA-L3,Medium,60,1,CC1271,Monthly
aur-0272,cluster-0272,QA,us-east-2,app-0272,Consumer,Tier-3,Aurora PostgreSQL,15.7,db.r7g.8xlarge,500,No,6,DBA Team,DBA-L3,High,15,15,CC1272,Monthly
aur-0273,cluster-0273,PROD,us-east-1,app-0273,Consumer,Tier-1,Aurora PostgreSQL,15.7,db.r7g.large,500,Yes,5,SRE Team,DBA-L3,High,15,1,CC1273,Monthly
aur-0274,cluster-0274,UAT,us-west-2,app-0274,Retail,Tier-3,Aurora PostgreSQL,16.4,db.r7g.xlarge,500,No,0,SRE Team,DBA-L3,High,60,15,CC1274,Monthly
aur-0275,cluster-0275,STG,us-east-2,app-0275,Consumer,Tier-3,Aurora PostgreSQL,14.9,db.r7g.2xlarge,100,No,5,Platform Team,DBA-L3,High,30,1,CC1275,Quarterly
aur-0276,cluster-0276,DEV,ap-south-1,app-0276,Finance,Tier-3,Aurora PostgreSQL,14.9,db.r7g.2xlarge,250,No,3,Platform Team,DBA-L3,Critical,15,15,CC1276,Monthly
aur-0277,cluster-0277,UAT,eu-west-1,app-0277,Platform,Tier-3,Aurora PostgreSQL,14.9,db.r7g.large,100,Yes,1,DBA Team,DBA-L3,High,60,1,CC1277,Monthly
aur-0278,cluster-0278,UAT,ap-south-1,app-0278,Platform,Tier-2,Aurora PostgreSQL,13.12,db.r7g.xlarge,4000,No,8,SRE Team,DBA-L3,High,15,15,CC1278,Monthly
aur-0279,cluster-0279,UAT,us-east-1,app-0279,Retail,Tier-2,Aurora PostgreSQL,14.9,db.r7g.2xlarge,2000,Yes,1,Platform Team,DBA-L3,Critical,15,5,CC1279,Quarterly
aur-0280,cluster-0280,UAT,ap-south-1,app-0280,Platform,Tier-3,Aurora PostgreSQL,14.9,db.r7g.large,1000,No,7,Platform Team,DBA-L3,Critical,30,1,CC1280,Monthly
aur-0281,cluster-0281,STG,ap-south-1,app-0281,Retail,Tier-1,Aurora PostgreSQL,13.12,db.r7g.8xlarge,250,No,0,DBA Team,DBA-L3,Medium,60,15,CC1281,Monthly
aur-0282,cluster-0282,UAT,us-east-2,app-0282,Consumer,Tier-1,Aurora PostgreSQL,14.9,db.r7g.8xlarge,4000,Yes,8,Platform Team,DBA-L3,Critical,60,15,CC1282,Quarterly
aur-0283,cluster-0283,UAT,us-west-2,app-0283,Consumer,Tier-2,Aurora PostgreSQL,14.9,db.r7g.4xlarge,500,Yes,5,SRE Team,DBA-L3,Critical,60,15,CC1283,Monthly
aur-0284,cluster-0284,STG,us-east-2,app-0284,Retail,Tier-3,Aurora PostgreSQL,13.12,db.r7g.large,1000,No,7,DBA Team,DBA-L3,High,60,5,CC1284,Quarterly
aur-0285,cluster-0285,PROD,us-east-1,app-0285,Retail,Tier-2,Aurora PostgreSQL,14.9,db.r7g.8xlarge,4000,Yes,3,Platform Team,DBA-L3,High,60,15,CC1285,Monthly
aur-0286,cluster-0286,STG,us-west-2,app-0286,Consumer,Tier-1,Aurora PostgreSQL,14.9,db.r7g.2xlarge,2000,Yes,5,SRE Team,DBA-L3,High,60,15,CC1286,Quarterly
aur-0287,cluster-0287,DEV,ap-south-1,app-0287,Retail,Tier-3,Aurora PostgreSQL,14.9,db.r7g.2xlarge,4000,Yes,0,DBA Team,DBA-L3,Critical,15,15,CC1287,Quarterly
aur-0288,cluster-0288,UAT,ap-south-1,app-0288,Finance,Tier-2,Aurora PostgreSQL,14.9,db.r7g.large,250,Yes,6,SRE Team,DBA-L3,High,15,15,CC1288,Quarterly
aur-0289,cluster-0289,PROD,us-west-2,app-0289,Finance,Tier-2,Aurora PostgreSQL,14.9,db.r7g.8xlarge,500,Yes,7,Platform Team,DBA-L3,Critical,60,1,CC1289,Quarterly
aur-0290,cluster-0290,PROD,us-west-2,app-0290,Finance,Tier-2,Aurora PostgreSQL,16.4,db.r7g.large,100,No,2,Platform Team,DBA-L3,Critical,30,5,CC1290,Monthly
aur-0291,cluster-0291,STG,ap-south-1,app-0291,Finance,Tier-2,Aurora PostgreSQL,14.9,db.r7g.large,1000,Yes,6,SRE Team,DBA-L3,Critical,60,15,CC1291,Quarterly
aur-0292,cluster-0292,DEV,us-west-2,app-0292,Platform,Tier-2,Aurora PostgreSQL,14.9,db.r7g.2xlarge,100,Yes,2,Platform Team,DBA-L3,Critical,15,15,CC1292,Quarterly
aur-0293,cluster-0293,DEV,us-east-1,app-0293,Retail,Tier-3,Aurora PostgreSQL,16.4,db.r7g.2xlarge,1000,Yes,3,DBA Team,DBA-L3,Medium,30,5,CC1293,Monthly
aur-0294,cluster-0294,DEV,us-east-2,app-0294,Consumer,Tier-1,Aurora PostgreSQL,13.12,db.r7g.2xlarge,250,Yes,1,SRE Team,DBA-L3,Medium,30,5,CC1294,Quarterly
aur-0295,cluster-0295,STG,eu-west-1,app-0295,Platform,Tier-1,Aurora PostgreSQL,13.12,db.r7g.2xlarge,4000,Yes,4,SRE Team,DBA-L3,Medium,15,15,CC1295,Quarterly
aur-0296,cluster-0296,DEV,us-west-2,app-0296,Platform,Tier-2,Aurora PostgreSQL,15.7,db.r7g.large,250,Yes,1,SRE Team,DBA-L3,Medium,30,15,CC1296,Monthly
aur-0297,cluster-0297,STG,us-west-2,app-0297,Finance,Tier-2,Aurora PostgreSQL,14.9,db.r7g.4xlarge,500,No,1,DBA Team,DBA-L3,High,15,1,CC1297,Quarterly
aur-0298,cluster-0298,DEV,us-east-2,app-0298,Consumer,Tier-2,Aurora PostgreSQL,14.9,db.r7g.4xlarge,1000,Yes,3,Platform Team,DBA-L3,Medium,15,15,CC1298,Quarterly
aur-0299,cluster-0299,STG,us-east-1,app-0299,Retail,Tier-1,Aurora PostgreSQL,15.7,db.r7g.large,2000,Yes,1,DBA Team,DBA-L3,High,30,15,CC1299,Monthly
aur-0300,cluster-0300,PROD,us-east-1,app-0300,Platform,Tier-3,Aurora PostgreSQL,15.7,db.r7g.xlarge,2000,No,6,SRE Team,DBA-L3,Medium,60,15,CC1300,Quarterly
aur-0301,cluster-0301,QA,eu-west-1,app-0301,Finance,Tier-1,Aurora PostgreSQL,15.7,db.r7g.8xlarge,500,Yes,3,Platform Team,DBA-L3,Medium,30,15,CC1301,Quarterly
aur-0302,cluster-0302,UAT,ap-south-1,app-0302,Retail,Tier-3,Aurora PostgreSQL,15.7,db.r7g.xlarge,4000,No,7,SRE Team,DBA-L3,High,60,15,CC1302,Monthly
aur-0303,cluster-0303,UAT,us-west-2,app-0303,Consumer,Tier-1,Aurora PostgreSQL,16.4,db.r7g.2xlarge,500,No,7,SRE Team,DBA-L3,High,15,15,CC1303,Quarterly
aur-0304,cluster-0304,UAT,us-west-2,app-0304,Consumer,Tier-2,Aurora PostgreSQL,16.4,db.r7g.large,100,No,2,SRE Team,DBA-L3,High,15,1,CC1304,Quarterly
aur-0305,cluster-0305,DEV,us-west-2,app-0305,Finance,Tier-1,Aurora PostgreSQL,16.4,db.r7g.2xlarge,500,No,1,SRE Team,DBA-L3,High,15,5,CC1305,Monthly
aur-0306,cluster-0306,QA,ap-south-1,app-0306,Finance,Tier-2,Aurora PostgreSQL,13.12,db.r7g.4xlarge,100,Yes,0,Platform Team,DBA-L3,High,15,5,CC1306,Quarterly
aur-0307,cluster-0307,QA,us-east-2,app-0307,Finance,Tier-1,Aurora PostgreSQL,14.9,db.r7g.xlarge,100,Yes,5,Platform Team,DBA-L3,Medium,60,15,CC1307,Monthly
aur-0308,cluster-0308,PROD,us-east-2,app-0308,Platform,Tier-1,Aurora PostgreSQL,16.4,db.r7g.4xlarge,1000,No,0,DBA Team,DBA-L3,High,30,1,CC1308,Quarterly
aur-0309,cluster-0309,QA,us-west-2,app-0309,Platform,Tier-3,Aurora PostgreSQL,14.9,db.r7g.2xlarge,4000,No,0,DBA Team,DBA-L3,Critical,15,15,CC1309,Quarterly
aur-0310,cluster-0310,DEV,us-east-2,app-0310,Consumer,Tier-2,Aurora PostgreSQL,14.9,db.r7g.2xlarge,4000,No,3,Platform Team,DBA-L3,Medium,60,15,CC1310,Quarterly
aur-0311,cluster-0311,STG,us-east-1,app-0311,Consumer,Tier-3,Aurora PostgreSQL,14.9,db.r7g.2xlarge,100,No,2,DBA Team,DBA-L3,High,60,15,CC1311,Quarterly
aur-0312,cluster-0312,STG,ap-south-1,app-0312,Retail,Tier-2,Aurora PostgreSQL,15.7,db.r7g.large,1000,No,0,DBA Team,DBA-L3,Critical,60,15,CC1312,Monthly
aur-0313,cluster-0313,PROD,us-east-1,app-0313,Retail,Tier-2,Aurora PostgreSQL,16.4,db.r7g.large,2000,No,4,SRE Team,DBA-L3,Medium,30,5,CC1313,Monthly
aur-0314,cluster-0314,QA,eu-west-1,app-0314,Platform,Tier-2,Aurora PostgreSQL,14.9,db.r7g.2xlarge,2000,Yes,0,Platform Team,DBA-L3,Critical,15,15,CC1314,Monthly
aur-0315,cluster-0315,UAT,us-east-1,app-0315,Retail,Tier-3,Aurora PostgreSQL,15.7,db.r7g.2xlarge,250,No,2,Platform Team,DBA-L3,Critical,30,5,CC1315,Monthly
aur-0316,cluster-0316,STG,us-east-2,app-0316,Finance,Tier-1,Aurora PostgreSQL,14.9,db.r7g.4xlarge,1000,No,0,SRE Team,DBA-L3,Medium,30,5,CC1316,Monthly
aur-0317,cluster-0317,UAT,us-west-2,app-0317,Retail,Tier-1,Aurora PostgreSQL,15.7,db.r7g.4xlarge,100,No,8,SRE Team,DBA-L3,Critical,30,5,CC1317,Monthly
aur-0318,cluster-0318,QA,eu-west-1,app-0318,Consumer,Tier-2,Aurora PostgreSQL,14.9,db.r7g.2xlarge,1000,Yes,2,SRE Team,DBA-L3,High,30,1,CC1318,Quarterly
aur-0319,cluster-0319,STG,us-west-2,app-0319,Finance,Tier-3,Aurora PostgreSQL,15.7,db.r7g.xlarge,250,No,6,Platform Team,DBA-L3,High,60,1,CC1319,Quarterly
aur-0320,cluster-0320,DEV,us-west-2,app-0320,Platform,Tier-1,Aurora PostgreSQL,16.4,db.r7g.4xlarge,2000,Yes,7,SRE Team,DBA-L3,Critical,60,15,CC1320,Monthly
aur-0321,cluster-0321,PROD,ap-south-1,app-0321,Retail,Tier-3,Aurora PostgreSQL,15.7,db.r7g.4xlarge,1000,Yes,4,DBA Team,DBA-L3,Medium,60,1,CC1321,Quarterly
aur-0322,cluster-0322,UAT,ap-south-1,app-0322,Finance,Tier-3,Aurora PostgreSQL,15.7,db.r7g.8xlarge,4000,Yes,7,SRE Team,DBA-L3,High,15,15,CC1322,Quarterly
aur-0323,cluster-0323,DEV,us-east-1,app-0323,Finance,Tier-2,Aurora PostgreSQL,16.4,db.r7g.4xlarge,2000,No,6,DBA Team,DBA-L3,Medium,15,15,CC1323,Quarterly
aur-0324,cluster-0324,DEV,us-east-2,app-0324,Retail,Tier-2,Aurora PostgreSQL,16.4,db.r7g.2xlarge,100,Yes,5,Platform Team,DBA-L3,Medium,15,1,CC1324,Quarterly
aur-0325,cluster-0325,PROD,ap-south-1,app-0325,Platform,Tier-2,Aurora PostgreSQL,13.12,db.r7g.xlarge,100,Yes,8,DBA Team,DBA-L3,Critical,15,1,CC1325,Quarterly
aur-0326,cluster-0326,PROD,us-east-1,app-0326,Consumer,Tier-3,Aurora PostgreSQL,13.12,db.r7g.8xlarge,2000,Yes,8,SRE Team,DBA-L3,High,30,15,CC1326,Monthly
aur-0327,cluster-0327,STG,eu-west-1,app-0327,Consumer,Tier-3,Aurora PostgreSQL,16.4,db.r7g.4xlarge,4000,Yes,5,SRE Team,DBA-L3,Critical,60,15,CC1327,Quarterly
aur-0328,cluster-0328,UAT,ap-south-1,app-0328,Platform,Tier-3,Aurora PostgreSQL,15.7,db.r7g.xlarge,1000,No,4,SRE Team,DBA-L3,High,30,15,CC1328,Quarterly
aur-0329,cluster-0329,UAT,ap-south-1,app-0329,Consumer,Tier-2,Aurora PostgreSQL,13.12,db.r7g.xlarge,2000,No,0,DBA Team,DBA-L3,Critical,30,5,CC1329,Monthly
aur-0330,cluster-0330,UAT,ap-south-1,app-0330,Retail,Tier-3,Aurora PostgreSQL,15.7,db.r7g.xlarge,4000,Yes,2,DBA Team,DBA-L3,High,15,5,CC1330,Quarterly
aur-0331,cluster-0331,UAT,us-west-2,app-0331,Finance,Tier-2,Aurora PostgreSQL,14.9,db.r7g.xlarge,100,No,8,Platform Team,DBA-L3,Critical,15,15,CC1331,Monthly
aur-0332,cluster-0332,STG,ap-south-1,app-0332,Platform,Tier-3,Aurora PostgreSQL,16.4,db.r7g.large,250,Yes,7,Platform Team,DBA-L3,Critical,15,5,CC1332,Quarterly
aur-0333,cluster-0333,STG,us-east-2,app-0333,Platform,Tier-2,Aurora PostgreSQL,14.9,db.r7g.2xlarge,100,Yes,4,SRE Team,DBA-L3,Critical,15,15,CC1333,Quarterly
aur-0334,cluster-0334,UAT,us-west-2,app-0334,Platform,Tier-1,Aurora PostgreSQL,15.7,db.r7g.large,4000,Yes,2,DBA Team,DBA-L3,High,60,5,CC1334,Quarterly
aur-0335,cluster-0335,QA,us-east-1,app-0335,Consumer,Tier-3,Aurora PostgreSQL,14.9,db.r7g.2xlarge,1000,Yes,6,DBA Team,DBA-L3,Critical,60,1,CC1335,Monthly
aur-0336,cluster-0336,STG,us-east-2,app-0336,Retail,Tier-3,Aurora PostgreSQL,13.12,db.r7g.xlarge,1000,No,1,Platform Team,DBA-L3,Critical,30,15,CC1336,Quarterly
aur-0337,cluster-0337,DEV,us-west-2,app-0337,Platform,Tier-3,Aurora PostgreSQL,14.9,db.r7g.2xlarge,100,No,7,SRE Team,DBA-L3,Critical,60,1,CC1337,Monthly
aur-0338,cluster-0338,UAT,us-east-1,app-0338,Finance,Tier-2,Aurora PostgreSQL,16.4,db.r7g.8xlarge,100,No,5,DBA Team,DBA-L3,Medium,60,5,CC1338,Quarterly
aur-0339,cluster-0339,UAT,ap-south-1,app-0339,Consumer,Tier-3,Aurora PostgreSQL,16.4,db.r7g.large,100,Yes,5,DBA Team,DBA-L3,Medium,15,1,CC1339,Quarterly
aur-0340,cluster-0340,UAT,us-west-2,app-0340,Platform,Tier-3,Aurora PostgreSQL,15.7,db.r7g.2xlarge,2000,Yes,2,DBA Team,DBA-L3,Medium,60,5,CC1340,Quarterly
aur-0341,cluster-0341,UAT,us-east-2,app-0341,Platform,Tier-3,Aurora PostgreSQL,13.12,db.r7g.xlarge,250,Yes,1,Platform Team,DBA-L3,High,60,5,CC1341,Quarterly
aur-0342,cluster-0342,STG,eu-west-1,app-0342,Finance,Tier-3,Aurora PostgreSQL,14.9,db.r7g.xlarge,4000,No,1,DBA Team,DBA-L3,High,60,5,CC1342,Monthly
aur-0343,cluster-0343,PROD,us-east-1,app-0343,Consumer,Tier-2,Aurora PostgreSQL,13.12,db.r7g.4xlarge,1000,No,6,DBA Team,DBA-L3,High,60,15,CC1343,Quarterly
aur-0344,cluster-0344,QA,ap-south-1,app-0344,Finance,Tier-3,Aurora PostgreSQL,14.9,db.r7g.large,2000,Yes,2,Platform Team,DBA-L3,Medium,60,5,CC1344,Monthly
aur-0345,cluster-0345,UAT,us-west-2,app-0345,Platform,Tier-1,Aurora PostgreSQL,16.4,db.r7g.2xlarge,4000,Yes,3,Platform Team,DBA-L3,High,60,1,CC1345,Monthly
aur-0346,cluster-0346,DEV,us-east-1,app-0346,Platform,Tier-3,Aurora PostgreSQL,14.9,db.r7g.4xlarge,4000,No,6,SRE Team,DBA-L3,Critical,15,15,CC1346,Monthly
aur-0347,cluster-0347,DEV,ap-south-1,app-0347,Platform,Tier-3,Aurora PostgreSQL,15.7,db.r7g.8xlarge,2000,Yes,0,SRE Team,DBA-L3,High,60,15,CC1347,Quarterly
aur-0348,cluster-0348,QA,us-east-1,app-0348,Finance,Tier-1,Aurora PostgreSQL,13.12,db.r7g.2xlarge,1000,No,5,DBA Team,DBA-L3,Critical,60,5,CC1348,Monthly
aur-0349,cluster-0349,UAT,ap-south-1,app-0349,Retail,Tier-3,Aurora PostgreSQL,13.12,db.r7g.8xlarge,100,Yes,0,SRE Team,DBA-L3,Medium,15,1,CC1349,Quarterly
aur-0350,cluster-0350,STG,ap-south-1,app-0350,Retail,Tier-3,Aurora PostgreSQL,13.12,db.r7g.2xlarge,100,No,5,Platform Team,DBA-L3,Critical,30,5,CC1350,Monthly
aur-0351,cluster-0351,PROD,us-west-2,app-0351,Consumer,Tier-1,Aurora PostgreSQL,15.7,db.r7g.2xlarge,500,Yes,8,SRE Team,DBA-L3,Critical,15,1,CC1351,Quarterly
aur-0352,cluster-0352,QA,us-east-1,app-0352,Platform,Tier-3,Aurora PostgreSQL,13.12,db.r7g.4xlarge,100,No,4,SRE Team,DBA-L3,High,15,1,CC1352,Quarterly
aur-0353,cluster-0353,PROD,ap-south-1,app-0353,Consumer,Tier-2,Aurora PostgreSQL,14.9,db.r7g.8xlarge,1000,No,2,SRE Team,DBA-L3,High,60,5,CC1353,Quarterly
aur-0354,cluster-0354,STG,us-east-1,app-0354,Finance,Tier-3,Aurora PostgreSQL,16.4,db.r7g.large,500,Yes,2,Platform Team,DBA-L3,High,15,15,CC1354,Quarterly
aur-0355,cluster-0355,PROD,us-west-2,app-0355,Retail,Tier-1,Aurora PostgreSQL,15.7,db.r7g.8xlarge,2000,Yes,8,SRE Team,DBA-L3,Critical,30,5,CC1355,Monthly
aur-0356,cluster-0356,QA,eu-west-1,app-0356,Finance,Tier-3,Aurora PostgreSQL,13.12,db.r7g.large,500,Yes,0,DBA Team,DBA-L3,Medium,15,1,CC1356,Quarterly
aur-0357,cluster-0357,UAT,us-east-1,app-0357,Finance,Tier-2,Aurora PostgreSQL,16.4,db.r7g.4xlarge,250,No,3,DBA Team,DBA-L3,High,30,15,CC1357,Quarterly
aur-0358,cluster-0358,DEV,eu-west-1,app-0358,Consumer,Tier-3,Aurora PostgreSQL,13.12,db.r7g.4xlarge,4000,Yes,4,SRE Team,DBA-L3,High,60,15,CC1358,Quarterly
aur-0359,cluster-0359,DEV,us-west-2,app-0359,Platform,Tier-2,Aurora PostgreSQL,13.12,db.r7g.xlarge,2000,No,1,DBA Team,DBA-L3,High,60,1,CC1359,Monthly
aur-0360,cluster-0360,QA,eu-west-1,app-0360,Finance,Tier-2,Aurora PostgreSQL,16.4,db.r7g.large,500,No,8,Platform Team,DBA-L3,Critical,30,1,CC1360,Monthly
aur-0361,cluster-0361,PROD,us-west-2,app-0361,Retail,Tier-1,Aurora PostgreSQL,16.4,db.r7g.large,250,No,4,DBA Team,DBA-L3,High,15,1,CC1361,Monthly
aur-0362,cluster-0362,STG,ap-south-1,app-0362,Consumer,Tier-1,Aurora PostgreSQL,16.4,db.r7g.8xlarge,1000,Yes,0,DBA Team,DBA-L3,Critical,60,15,CC1362,Quarterly
aur-0363,cluster-0363,PROD,ap-south-1,app-0363,Consumer,Tier-3,Aurora PostgreSQL,15.7,db.r7g.xlarge,1000,Yes,8,DBA Team,DBA-L3,Medium,15,15,CC1363,Quarterly
aur-0364,cluster-0364,STG,us-east-2,app-0364,Retail,Tier-2,Aurora PostgreSQL,15.7,db.r7g.2xlarge,2000,No,1,Platform Team,DBA-L3,Medium,15,5,CC1364,Monthly
aur-0365,cluster-0365,STG,eu-west-1,app-0365,Finance,Tier-2,Aurora PostgreSQL,13.12,db.r7g.large,100,No,6,SRE Team,DBA-L3,Medium,60,5,CC1365,Monthly
aur-0366,cluster-0366,DEV,ap-south-1,app-0366,Retail,Tier-3,Aurora PostgreSQL,16.4,db.r7g.8xlarge,2000,No,3,DBA Team,DBA-L3,Critical,15,15,CC1366,Monthly
aur-0367,cluster-0367,PROD,us-east-1,app-0367,Consumer,Tier-1,Aurora PostgreSQL,13.12,db.r7g.xlarge,250,Yes,6,SRE Team,DBA-L3,Medium,30,1,CC1367,Monthly
aur-0368,cluster-0368,PROD,us-east-2,app-0368,Finance,Tier-2,Aurora PostgreSQL,13.12,db.r7g.xlarge,4000,Yes,2,DBA Team,DBA-L3,Critical,60,1,CC1368,Quarterly
aur-0369,cluster-0369,UAT,us-east-2,app-0369,Finance,Tier-1,Aurora PostgreSQL,15.7,db.r7g.large,1000,No,2,SRE Team,DBA-L3,High,30,5,CC1369,Monthly
aur-0370,cluster-0370,STG,eu-west-1,app-0370,Retail,Tier-3,Aurora PostgreSQL,13.12,db.r7g.xlarge,100,No,1,DBA Team,DBA-L3,Critical,60,15,CC1370,Monthly
aur-0371,cluster-0371,QA,us-east-2,app-0371,Platform,Tier-2,Aurora PostgreSQL,15.7,db.r7g.xlarge,250,Yes,2,SRE Team,DBA-L3,Critical,60,15,CC1371,Quarterly
aur-0372,cluster-0372,STG,eu-west-1,app-0372,Consumer,Tier-1,Aurora PostgreSQL,15.7,db.r7g.8xlarge,500,Yes,7,SRE Team,DBA-L3,High,60,5,CC1372,Quarterly
aur-0373,cluster-0373,UAT,eu-west-1,app-0373,Consumer,Tier-3,Aurora PostgreSQL,14.9,db.r7g.large,4000,No,3,Platform Team,DBA-L3,Critical,15,5,CC1373,Quarterly
aur-0374,cluster-0374,DEV,us-east-2,app-0374,Finance,Tier-1,Aurora PostgreSQL,14.9,db.r7g.8xlarge,250,Yes,4,SRE Team,DBA-L3,Critical,15,15,CC1374,Monthly
aur-0375,cluster-0375,UAT,us-west-2,app-0375,Finance,Tier-1,Aurora PostgreSQL,16.4,db.r7g.8xlarge,500,Yes,4,DBA Team,DBA-L3,Critical,30,5,CC1375,Monthly
aur-0376,cluster-0376,STG,ap-south-1,app-0376,Finance,Tier-1,Aurora PostgreSQL,15.7,db.r7g.4xlarge,4000,No,1,SRE Team,DBA-L3,Medium,30,15,CC1376,Quarterly
aur-0377,cluster-0377,DEV,us-east-1,app-0377,Platform,Tier-1,Aurora PostgreSQL,14.9,db.r7g.xlarge,250,No,2,SRE Team,DBA-L3,High,15,5,CC1377,Quarterly
aur-0378,cluster-0378,PROD,eu-west-1,app-0378,Consumer,Tier-2,Aurora PostgreSQL,13.12,db.r7g.8xlarge,100,No,2,SRE Team,DBA-L3,Critical,30,5,CC1378,Quarterly
aur-0379,cluster-0379,DEV,us-east-2,app-0379,Finance,Tier-1,Aurora PostgreSQL,16.4,db.r7g.large,500,Yes,0,SRE Team,DBA-L3,Medium,60,15,CC1379,Quarterly
aur-0380,cluster-0380,QA,us-east-2,app-0380,Platform,Tier-2,Aurora PostgreSQL,15.7,db.r7g.2xlarge,2000,Yes,5,DBA Team,DBA-L3,Medium,60,15,CC1380,Quarterly
aur-0381,cluster-0381,QA,us-east-1,app-0381,Consumer,Tier-1,Aurora PostgreSQL,14.9,db.r7g.xlarge,4000,Yes,6,DBA Team,DBA-L3,Medium,15,5,CC1381,Quarterly
aur-0382,cluster-0382,QA,eu-west-1,app-0382,Finance,Tier-2,Aurora PostgreSQL,15.7,db.r7g.large,250,No,0,DBA Team,DBA-L3,Critical,15,1,CC1382,Quarterly
aur-0383,cluster-0383,STG,eu-west-1,app-0383,Finance,Tier-2,Aurora PostgreSQL,14.9,db.r7g.2xlarge,1000,Yes,5,SRE Team,DBA-L3,Critical,15,1,CC1383,Quarterly
aur-0384,cluster-0384,UAT,ap-south-1,app-0384,Finance,Tier-1,Aurora PostgreSQL,13.12,db.r7g.xlarge,2000,No,6,DBA Team,DBA-L3,Critical,30,5,CC1384,Quarterly
aur-0385,cluster-0385,PROD,us-east-1,app-0385,Retail,Tier-2,Aurora PostgreSQL,14.9,db.r7g.2xlarge,2000,No,5,Platform Team,DBA-L3,High,15,5,CC1385,Quarterly
aur-0386,cluster-0386,STG,us-west-2,app-0386,Retail,Tier-1,Aurora PostgreSQL,16.4,db.r7g.2xlarge,250,No,8,Platform Team,DBA-L3,High,30,5,CC1386,Monthly
aur-0387,cluster-0387,STG,us-east-1,app-0387,Retail,Tier-2,Aurora PostgreSQL,14.9,db.r7g.8xlarge,4000,Yes,5,DBA Team,DBA-L3,Critical,30,5,CC1387,Quarterly
aur-0388,cluster-0388,STG,ap-south-1,app-0388,Consumer,Tier-2,Aurora PostgreSQL,13.12,db.r7g.xlarge,100,Yes,6,Platform Team,DBA-L3,Critical,15,1,CC1388,Monthly
aur-0389,cluster-0389,PROD,us-west-2,app-0389,Platform,Tier-3,Aurora PostgreSQL,15.7,db.r7g.large,250,Yes,5,Platform Team,DBA-L3,Critical,15,15,CC1389,Quarterly
aur-0390,cluster-0390,PROD,eu-west-1,app-0390,Retail,Tier-2,Aurora PostgreSQL,13.12,db.r7g.large,100,Yes,3,SRE Team,DBA-L3,Medium,60,15,CC1390,Quarterly
aur-0391,cluster-0391,DEV,us-east-2,app-0391,Finance,Tier-2,Aurora PostgreSQL,16.4,db.r7g.8xlarge,4000,No,6,Platform Team,DBA-L3,High,60,15,CC1391,Monthly
aur-0392,cluster-0392,UAT,us-east-1,app-0392,Consumer,Tier-2,Aurora PostgreSQL,14.9,db.r7g.4xlarge,2000,Yes,0,SRE Team,DBA-L3,Critical,30,5,CC1392,Quarterly
aur-0393,cluster-0393,DEV,eu-west-1,app-0393,Consumer,Tier-1,Aurora PostgreSQL,13.12,db.r7g.large,2000,No,6,Platform Team,DBA-L3,High,30,1,CC1393,Monthly
aur-0394,cluster-0394,PROD,us-east-2,app-0394,Finance,Tier-2,Aurora PostgreSQL,14.9,db.r7g.xlarge,500,No,8,SRE Team,DBA-L3,Medium,60,5,CC1394,Quarterly
aur-0395,cluster-0395,STG,us-east-1,app-0395,Finance,Tier-2,Aurora PostgreSQL,14.9,db.r7g.4xlarge,2000,Yes,1,DBA Team,DBA-L3,Medium,30,5,CC1395,Monthly
aur-0396,cluster-0396,UAT,ap-south-1,app-0396,Finance,Tier-2,Aurora PostgreSQL,15.7,db.r7g.8xlarge,100,Yes,3,Platform Team,DBA-L3,Critical,15,5,CC1396,Monthly
aur-0397,cluster-0397,DEV,us-east-1,app-0397,Retail,Tier-1,Aurora PostgreSQL,15.7,db.r7g.xlarge,100,No,8,Platform Team,DBA-L3,Critical,30,1,CC1397,Monthly
aur-0398,cluster-0398,UAT,us-east-1,app-0398,Platform,Tier-3,Aurora PostgreSQL,16.4,db.r7g.xlarge,250,No,4,Platform Team,DBA-L3,Critical,15,15,CC1398,Quarterly
aur-0399,cluster-0399,PROD,eu-west-1,app-0399,Consumer,Tier-3,Aurora PostgreSQL,14.9,db.r7g.4xlarge,250,No,2,SRE Team,DBA-L3,Critical,15,1,CC1399,Monthly
aur-0400,cluster-0400,PROD,us-west-2,app-0400,Consumer,Tier-1,Aurora PostgreSQL,15.7,db.r7g.2xlarge,250,No,5,SRE Team,DBA-L3,High,30,1,CC1400,Monthly
aur-0401,cluster-0401,UAT,us-east-2,app-0401,Retail,Tier-3,Aurora PostgreSQL,15.7,db.r7g.4xlarge,4000,Yes,0,SRE Team,DBA-L3,High,15,1,CC1401,Quarterly
